Date current as of 9/27/21,,,,,,,,
,,,,,,,,
CAMPUS,Payer/Plan Name,DRG/CPT/HCPCS Code,DRG/CPT/HCPCS Description,Gross Charge,Discounted Cash Price,Negotiated Rate,Min Negotiated Rate,Max Negotiated Rate
NYEE,OSCAR INSURANCE CORPORATION,14060,"Rearrangement of adjacent tissue for repair of defect of ear, 10.0 sq cm or less",Not Applicable,100% of Medicare,4715,773.66,4715
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,14060,"Rearrangement of adjacent tissue for repair of defect of ear, 10.0 sq cm or less",Not Applicable,100% of Medicare,773.66,773.66,4715
NYEE,AETNA AETNA CHOICE  POS II NET 00357,14061,"Rearrangement of adjacent tissue for repair of defect of ear, 10.1-30.0 sq cm",Not Applicable,100% of Medicare,4632.96,1721.73,10885
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,14061,"Rearrangement of adjacent tissue for repair of defect of ear, 10.1-30.0 sq cm",Not Applicable,100% of Medicare,2316.48,1721.73,10885
NYEE,BCBS FEP,14061,"Rearrangement of adjacent tissue for repair of defect of ear, 10.1-30.0 sq cm",Not Applicable,100% of Medicare,10885,1721.73,10885
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,14061,"Rearrangement of adjacent tissue for repair of defect of ear, 10.1-30.0 sq cm",Not Applicable,100% of Medicare,1721.73,1721.73,10885
NYEE,METROPLUS HEALTH PLAN,14061,"Rearrangement of adjacent tissue for repair of defect of ear, 10.1-30.0 sq cm",Not Applicable,100% of Medicare,2359.14,1721.73,10885
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,14061,"Rearrangement of adjacent tissue for repair of defect of ear, 10.1-30.0 sq cm",Not Applicable,100% of Medicare,1912.73,1721.73,10885
NYEE,MVP Health Plan Not Assigned,14301,"Rearrangement of adjacent tissue for repair of defect, 30.1-60.0 sq cm",Not Applicable,100% of Medicare,2008.19,2008.19,6428
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,14301,"Rearrangement of adjacent tissue for repair of defect, 30.1-60.0 sq cm",Not Applicable,100% of Medicare,6428,2008.19,6428
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,14302,"Rearrangement of adjacent tissue for repair of defect, each additional 30.0 sq cm or less",Not Applicable,100% of Medicare,984.38,984.38,984.375
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,15004,"Surgical preparation of recipient site of digit by excision of burn eschar, first 1% or less of body area of infants and children",Not Applicable,100% of Medicare,465.42,465.42,465.42
NYEE,AETNA AETNA CHOICE  POS II NET 00357,15120,"Split thickness autograft of ear, first 1% or less of body area of infants and children",Not Applicable,100% of Medicare,4524.43,2316.48,4524.43
NYEE,AETNA OPEN CHOICE NET 00391,15120,"Split thickness autograft of ear, first 1% or less of body area of infants and children",Not Applicable,100% of Medicare,2316.48,2316.48,4524.43
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,15120,"Split thickness autograft of ear, first 1% or less of body area of infants and children",Not Applicable,100% of Medicare,3214,2316.48,4524.43
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,15260,"Full thickness free graft of ear, 20.0 sq cm or less",Not Applicable,100% of Medicare,4443.38,4443.38,4443.38
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,15275,"Application of skin substitute graft of digit, total wound surface area less than 100.0 sq cm, first 25.0 sq cm or less",Not Applicable,100% of Medicare,928.39,928.39,1545.675
NYEE,METROPLUS HEALTH PLAN,15275,"Application of skin substitute graft of digit, total wound surface area less than 100.0 sq cm, first 25.0 sq cm or less",Not Applicable,100% of Medicare,1545.67,928.39,1545.675
NYEE,MVP Health Plan Not Assigned,15576,Formation of direct pedicle graft of ear,Not Applicable,100% of Medicare,2581.51,2581.51,2581.505
NYEE,OSCAR INSURANCE CORPORATION,15732,unknown,Not Applicable,100% of Medicare,4100,4100,4100
NYEE,AETNA AETNA CHOICE  POS II NET 00357,15733,Formation of buccinator flap graft with preservation of vascular pedicle,Not Applicable,100% of Medicare,2440.91,1452.5,6657.28
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,15733,Formation of buccinator flap graft with preservation of vascular pedicle,Not Applicable,100% of Medicare,6657.28,1452.5,6657.28
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,15733,Formation of buccinator flap graft with preservation of vascular pedicle,Not Applicable,100% of Medicare,1452.5,1452.5,6657.28
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,15733,Formation of buccinator flap graft with preservation of vascular pedicle,Not Applicable,100% of Medicare,3489.26,1452.5,6657.28
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,15740,"Formation of island pedicle flap graft, including identification and dissection of an anatomically named axial vessel",Not Applicable,100% of Medicare,843.48,843.48,843.48
NYEE,AETNA AETNA CHOICE  POS II NET 00357,15769,"Grafting of autologous dermis, harvested by direct excision",Not Applicable,100% of Medicare,3856.24,1645,5909.06
NYEE,AETNA AETNA HEALTHFUND  AETNA OPEN ACCESS  MAN NET 00357,15769,"Grafting of autologous dermis, harvested by direct excision",Not Applicable,100% of Medicare,5909.06,1645,5909.06
NYEE,EH FACET EFT,15769,"Grafting of autologous dermis, harvested by direct excision",Not Applicable,100% of Medicare,4779.18,1645,5909.06
NYEE,MERITAIN HEALTH Aetna Choice POS II,15769,"Grafting of autologous dermis, harvested by direct excision",Not Applicable,100% of Medicare,1645,1645,5909.06
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,15781,Dermabrasion of segment of face,Not Applicable,100% of Medicare,357.46,357.46,357.46
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS CHIP",15820,Blepharoplasty of lower eyelid,Not Applicable,100% of Medicare,687.87,687.87,3534
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES COMPASS,15820,Blepharoplasty of lower eyelid,Not Applicable,100% of Medicare,3534,687.87,3534
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,15821,Blepharoplasty of lower eyelid for extensive herniated fat pad,Not Applicable,100% of Medicare,4223.8,2327,4349.69
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",15821,Blepharoplasty of lower eyelid for extensive herniated fat pad,Not Applicable,100% of Medicare,2328.31,2327,4349.69
NYEE,OSCAR INSURANCE CORPORATION,15821,Blepharoplasty of lower eyelid for extensive herniated fat pad,Not Applicable,100% of Medicare,4349.69,2327,4349.69
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,15821,Blepharoplasty of lower eyelid for extensive herniated fat pad,Not Applicable,100% of Medicare,2327,2327,4349.69
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,15822,Blepharoplasty of upper eyelid,Not Applicable,100% of Medicare,1125.51,1125.51,1125.515
NYEE,AETNA ADV PLAN 250 NET 03397,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,2852.68,295,4654
NYEE,AETNA AETNA CHOICE  POS II NET 00357,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,3365.55,295,4654
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,3474.72,295,4654
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,3547.9,295,4654
NYEE,AETNA ELITE PPO NET 03397,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,1901.79,295,4654
NYEE,AETNA OPEN ACCESS VALUE HMO NET 02043,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,1850.48,295,4654
NYEE,AFFINITY HEALTH PLAN,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,2561.14,295,4654
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,3796.1,295,4654
NYEE,FIDELIS CARE NEW YORK - MEDICARE ADVANTAGE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,1315.55,295,4654
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,3434.62,295,4654
NYEE,METROPLUS HEALTH PLAN,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,3423.22,295,4654
NYEE,NYSDOH,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,3434.63,295,4654
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,4654,295,4654
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,1850,295,4654
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,2253.81,295,4654
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,2231.36,295,4654
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MCADVANTAGE MOSAIC CHOICE,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,295,295,4654
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 1,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,320,295,4654
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE PLAN 1,15823,Blepharoplasty of upper eyelid for excessive skin weighting down lid,Not Applicable,100% of Medicare,395,295,4654
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,15829,Rhytidectomy with superficial musculoaponeurotic system (SMAS) flap,Not Applicable,100% of Medicare,2328.31,2328.31,2328.31
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,15830,Infraumbilical panniculectomy,Not Applicable,100% of Medicare,2328.31,2328.31,2328.31
NYEE,VNS,15838,Excision of submental fat pad,Not Applicable,100% of Medicare,2328.31,2328.31,2328.31
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,15839,"Excision of excessive skin and subcutaneous tissue (other than abdomen, infraumbilical, panniculectomy, thigh, leg, hip, buttock, arm, forearm, hand, submental fat pad)",Not Applicable,100% of Medicare,2349.41,2349.41,2349.41
NYEE,AETNA AETNA CHOICE  POS II NET 00357,15860,Intravenous injection of agent to test vascular flow in flap,Not Applicable,100% of Medicare,7981.06,7981.06,7981.06
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,15876,Suction assisted lipectomy of head and neck,Not Applicable,100% of Medicare,3214,3214,3214
NYEE,AMERICHOICE OF NEW JERSEY INC NJ ALTERNATIVE BENEFIT PLAN,15877,Suction assisted lipectomy of trunk,Not Applicable,100% of Medicare,1492.4,1492.4,1492.4
NYEE,AETNA AETNA CHOICE  POS II NET 00357,15879,Suction assisted lipectomy of lower extremity,Not Applicable,100% of Medicare,3900,3900,3900
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,17107,"Destruction of cutaneous vascular proliferative lesion, 10.0-50.0 sq cm",Not Applicable,100% of Medicare,3606.83,869.01,3606.83
NYEE,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,17107,"Destruction of cutaneous vascular proliferative lesion, 10.0-50.0 sq cm",Not Applicable,100% of Medicare,869.01,869.01,3606.83
NYEE,AETNA AETNA CHOICE  POS II NET 00357,17108,"Destruction of cutaneous vascular proliferative lesion, more than 50.0 sq cm",Not Applicable,100% of Medicare,3837.05,765.94,10743.74
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,17108,"Destruction of cutaneous vascular proliferative lesion, more than 50.0 sq cm",Not Applicable,100% of Medicare,5275.94,765.94,10743.74
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,17108,"Destruction of cutaneous vascular proliferative lesion, more than 50.0 sq cm",Not Applicable,100% of Medicare,10743.74,765.94,10743.74
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,17108,"Destruction of cutaneous vascular proliferative lesion, more than 50.0 sq cm",Not Applicable,100% of Medicare,765.94,765.94,10743.74
NYEE,METROPLUS HEALTH PLAN,17108,"Destruction of cutaneous vascular proliferative lesion, more than 50.0 sq cm",Not Applicable,100% of Medicare,952.62,765.94,10743.74
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,17108,"Destruction of cutaneous vascular proliferative lesion, more than 50.0 sq cm",Not Applicable,100% of Medicare,4654,765.94,10743.74
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES OPT/PPO,17108,"Destruction of cutaneous vascular proliferative lesion, more than 50.0 sq cm",Not Applicable,100% of Medicare,5524,765.94,10743.74
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,17999,"Unlisted procedure on skin, mucous membrane, and subcutaneous tissue",Not Applicable,100% of Medicare,656.25,656.25,656.25
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,19303,Simple complete mastectomy,Not Applicable,100% of Medicare,4592,3593.66,4821
NYEE,METROPLUS HEALTH PLAN,19303,Simple complete mastectomy,Not Applicable,100% of Medicare,3593.66,3593.66,4821
NYEE,OSCAR INSURANCE CORPORATION,19303,Simple complete mastectomy,Not Applicable,100% of Medicare,4224.84,3593.66,4821
NYEE,UMR MOUNT SINAI HEALTH SYSTEM,19303,Simple complete mastectomy,Not Applicable,100% of Medicare,4291.9,3593.66,4821
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,19303,Simple complete mastectomy,Not Applicable,100% of Medicare,4821,3593.66,4821
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,19303,Simple complete mastectomy,Not Applicable,100% of Medicare,4821,3593.66,4821
NYEE,AETNA AETNA CHOICE  POS II NET 00357,19318,Breast reduction,Not Applicable,100% of Medicare,3308.63,3308.63,10413
NYEE,BCBS FEP,19318,Breast reduction,Not Applicable,100% of Medicare,10413,3308.63,10413
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,19318,Breast reduction,Not Applicable,100% of Medicare,6242.33,3308.63,10413
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,19318,Breast reduction,Not Applicable,100% of Medicare,5201.94,3308.63,10413
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,19325,Breast augmentation with implant,Not Applicable,100% of Medicare,3850,3850,10100
NYEE,METROPLUS HEALTH PLAN,19325,Breast augmentation with implant,Not Applicable,100% of Medicare,10100,3850,10100
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,19325,Breast augmentation with implant,Not Applicable,100% of Medicare,8547.75,3850,10100
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,19325,Breast augmentation with implant,Not Applicable,100% of Medicare,9534.55,3850,10100
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,19340,Insertion of breast implant on same day as mastectomy,Not Applicable,100% of Medicare,11075.13,11075.13,11075.13
NYEE,AETNA AETNA CHOICE  POS II NET 00357,19350,Reconstruction of areola,Not Applicable,100% of Medicare,1207.03,1207.03,3959.895
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,19350,Reconstruction of areola,Not Applicable,100% of Medicare,1415.05,1207.03,3959.895
NYEE,UMR MOUNT SINAI HEALTH SYSTEM,19350,Reconstruction of areola,Not Applicable,100% of Medicare,3959.89,1207.03,3959.895
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,19350,Reconstruction of areola,Not Applicable,100% of Medicare,1281.75,1207.03,3959.895
NYEE,AETNA AETNA CHOICE  POS II NET 00357,19366,Breast reconstruction,Not Applicable,100% of Medicare,1236.63,1236.63,1236.625
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,19371,"Complete excision of peri-implant capsule of breast, including complete removal of contents of capsule",Not Applicable,100% of Medicare,1610.9,1610.9,1610.9
NYEE,AETNA AETNA CHOICE  POS II NET 00357,19380,Revision of autologous reconstruction of breast with re-advancement and re-inset of flaps,Not Applicable,100% of Medicare,2182.73,1492.4,6962.51
NYEE,AMERICHOICE OF NEW JERSEY INC NJ ALTERNATIVE BENEFIT PLAN,19380,Revision of autologous reconstruction of breast with re-advancement and re-inset of flaps,Not Applicable,100% of Medicare,1492.4,1492.4,6962.51
NYEE,EVOLUTION HEALTHCARE AETNA,19380,Revision of autologous reconstruction of breast with re-advancement and re-inset of flaps,Not Applicable,100% of Medicare,6962.51,1492.4,6962.51
NYEE,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,19380,Revision of autologous reconstruction of breast with re-advancement and re-inset of flaps,Not Applicable,100% of Medicare,6353.83,1492.4,6962.51
NYEE,"MVP Health Plan, Inc. Not Assigned",19380,Revision of autologous reconstruction of breast with re-advancement and re-inset of flaps,Not Applicable,100% of Medicare,4392,1492.4,6962.51
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,19380,Revision of autologous reconstruction of breast with re-advancement and re-inset of flaps,Not Applicable,100% of Medicare,6165.48,1492.4,6962.51
NYEE,AETNA AETNA CHOICE  POS II NET 00357,20680,Removal of deep buried wire,Not Applicable,100% of Medicare,4797.99,4797.99,4797.99
NYEE,OSCAR INSURANCE CORPORATION,20912,Cartilage graft to nasal septum,Not Applicable,100% of Medicare,4223,390,4223
NYEE,UNITED HEALTHCARE INS. CO. OF NY,20912,Cartilage graft to nasal septum,Not Applicable,100% of Medicare,1698.8,390,4223
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,20912,Cartilage graft to nasal septum,Not Applicable,100% of Medicare,4056.18,390,4223
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 1,20912,Cartilage graft to nasal septum,Not Applicable,100% of Medicare,390,390,4223
NYEE,EH FACET EFT,20926,unknown,Not Applicable,100% of Medicare,1162.25,1162.25,2300
NYEE,OSCAR INSURANCE CORPORATION,20926,unknown,Not Applicable,100% of Medicare,2300,1162.25,2300
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,21012,"Excision of subcutaneous tumor of soft tissue of face, 2.0 cm or more",Not Applicable,100% of Medicare,1513.85,1513.85,1513.85
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,21014,"Excision of intramuscular tumor of soft tissue of face and scalp, 2.0 cm or more",Not Applicable,100% of Medicare,1261.54,1261.54,4480.18
NYEE,OSCAR INSURANCE CORPORATION,21014,"Excision of intramuscular tumor of soft tissue of face and scalp, 2.0 cm or more",Not Applicable,100% of Medicare,4480.18,1261.54,4480.18
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES,21014,"Excision of intramuscular tumor of soft tissue of face and scalp, 2.0 cm or more",Not Applicable,100% of Medicare,1261.54,1261.54,4480.18
NYEE,AETNA AETNA CHOICE  POS II NET 00357,21016,"Radical resection of malignant neoplasm of soft tissue of face, 2.0 cm or more",Not Applicable,100% of Medicare,1803.41,450.85,4849
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,21016,"Radical resection of malignant neoplasm of soft tissue of face, 2.0 cm or more",Not Applicable,100% of Medicare,450.85,450.85,4849
NYEE,METROPLUS ESSENTIAL PLAN,21016,"Radical resection of malignant neoplasm of soft tissue of face, 2.0 cm or more",Not Applicable,100% of Medicare,1261.54,450.85,4849
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,21016,"Radical resection of malignant neoplasm of soft tissue of face, 2.0 cm or more",Not Applicable,100% of Medicare,4849,450.85,4849
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,21026,Excision of facial bone,Not Applicable,100% of Medicare,2830.7,2830.7,2830.7
NYEE,"WELLCARE OF NEW YORK, INC",21122,Genioplasty with bone wedge excision,Not Applicable,100% of Medicare,5763.65,5763.65,5763.65
NYEE,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,21208,Osteoplasty of facial bone with augmentation,Not Applicable,100% of Medicare,3532.42,1698.8,3764.71
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",21208,Osteoplasty of facial bone with augmentation,Not Applicable,100% of Medicare,3764.71,1698.8,3764.71
NYEE,UNITED HEALTHCARE INS. CO. OF NY,21208,Osteoplasty of facial bone with augmentation,Not Applicable,100% of Medicare,1698.8,1698.8,3764.71
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR KIDS,21208,Osteoplasty of facial bone with augmentation,Not Applicable,100% of Medicare,3532.42,1698.8,3764.71
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,21209,Osteoplasty of facial bone with reduction,Not Applicable,100% of Medicare,7348.21,7348.21,7348.21
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,21210,Graft of bone to malar area,Not Applicable,100% of Medicare,3532.42,3532.42,3532.42
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",21230,Autogenous graft of rib cartilage to chin,Not Applicable,100% of Medicare,3532.42,3532.42,3532.42
NYEE,AETNA AETNA CHOICE  POS II NET 00357,21235,Autogenous graft of ear cartilage to ear,Not Applicable,100% of Medicare,5182.21,2214.74,7487.075
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,21235,Autogenous graft of ear cartilage to ear,Not Applicable,100% of Medicare,3867,2214.74,7487.075
