Date current as of 9/27/21,,,,,,,,
,,,,,,,,
CAMPUS,Payer/Plan Name,DRG/CPT/HCPCS Code,DRG/CPT/HCPCS Description,Gross Charge,Discounted Cash Price,Negotiated Charge,Minimum Negotiated Charge,Maximum Negotiated Charge
MSQ,METROPLUS ESSENTIAL PLAN,139,Salivary gland procedures,Not Applicable,100% of Medicare,10097,5110,10097
MSQ,METROPLUS HEALTH PLAN,140,Major head and neck procedures with MCC,Not Applicable,100% of Medicare,8329,3874,11247
MSQ,EH FACET EFT,140,Major head and neck procedures with MCC,Not Applicable,100% of Medicare,8499,3874,11247
MSQ,NYSDOH,140,Major head and neck procedures with MCC,Not Applicable,100% of Medicare,3874,3874,11247
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",140,Major head and neck procedures with MCC,Not Applicable,100% of Medicare,8499,3874,11247
MSQ,METROPLUS ENHANCED (HARP),140,Major head and neck procedures with MCC,Not Applicable,100% of Medicare,11247,3874,11247
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,140,Major head and neck procedures with MCC,Not Applicable,100% of Medicare,8244,3874,11247
MSQ,NYSDOH,141,Major head and neck procedures with CC,Not Applicable,100% of Medicare,3309,3309,7947
MSQ,METROPLUS ENHANCED (HARP),141,Major head and neck procedures with CC,Not Applicable,100% of Medicare,7819,3309,7947
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",141,Major head and neck procedures with CC,Not Applicable,100% of Medicare,7947,3309,7947
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,141,Major head and neck procedures with CC,Not Applicable,100% of Medicare,7198,3309,7947
MSQ,METROPLUS HEALTH PLAN,141,Major head and neck procedures with CC,Not Applicable,100% of Medicare,7788,3309,7947
MSQ,"WELLCARE OF NEW YORK, INC",143,"Other ear, nose, mouth and throat O.R. procedures with
MCC",Not Applicable,100% of Medicare,2760,2760,26283
MSQ,EH FACET EFT,143,"Other ear, nose, mouth and throat O.R. procedures with
MCC",Not Applicable,100% of Medicare,6626,2760,26283
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,143,"Other ear, nose, mouth and throat O.R. procedures with
MCC",Not Applicable,100% of Medicare,26283,2760,26283
MSQ,NYSDOH,143,"Other ear, nose, mouth and throat O.R. procedures with
MCC",Not Applicable,100% of Medicare,3454,2760,26283
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,144,"Other ear, nose, mouth and throat O.R. procedures with CC",Not Applicable,100% of Medicare,7183,4464,7183
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,144,"Other ear, nose, mouth and throat O.R. procedures with CC",Not Applicable,100% of Medicare,5220,4464,7183
MSQ,NYSDOH,144,"Other ear, nose, mouth and throat O.R. procedures with CC",Not Applicable,100% of Medicare,4464,4464,7183
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,149,Dysequilibrium,Not Applicable,100% of Medicare,8146,1152,14192
MSQ,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",149,Dysequilibrium,Not Applicable,100% of Medicare,14192,1152,14192
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,149,Dysequilibrium,Not Applicable,100% of Medicare,8121,1152,14192
MSQ,EH FACET EFT,149,Dysequilibrium,Not Applicable,100% of Medicare,6409,1152,14192
MSQ,AETNA AETNA CHOICE  POS II NET 00357,149,Dysequilibrium,Not Applicable,100% of Medicare,1152,1152,14192
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE MOSAIC,149,Dysequilibrium,Not Applicable,100% of Medicare,5865,1152,14192
MSQ,UNITEDHEALTHCARE SERVICES INC AND UHC MCARE ADVANTAGE CHOICE PL1,150,Epistaxis with MCC,Not Applicable,100% of Medicare,9986,9986,9986
MSQ,EH FACET EFT,152,Otitis media and URI with MCC,Not Applicable,100% of Medicare,6711,6711,6711
MSQ,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",153,Otitis media and URI without MCC,Not Applicable,100% of Medicare,10921,10921,10921
MSQ,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",155,"Other ear, nose, mouth and throat diagnoses with CC",Not Applicable,100% of Medicare,18171,5980,18171
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,155,"Other ear, nose, mouth and throat diagnoses with CC",Not Applicable,100% of Medicare,5980,5980,18171
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,158,Dental and oral diseases with CC,Not Applicable,100% of Medicare,5682,5682,5682
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE MOSAIC,166,Other respiratory system O.R. procedures with MCC,Not Applicable,100% of Medicare,31681,31681,31681
MSQ,1199SEIU NATIONAL BENEFIT FUND,167,Other respiratory system O.R. procedures with CC,Not Applicable,100% of Medicare,21820,15211,21820
MSQ,"WELLCARE OF NEW YORK, INC",167,Other respiratory system O.R. procedures with CC,Not Applicable,100% of Medicare,15211,15211,21820
MSQ,"EMPIRE HEALTHCHOICE ASSURANCE, IN",176,Pulmonary embolism without MCC*,Not Applicable,100% of Medicare,29163,6148,29163
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,176,Pulmonary embolism without MCC*,Not Applicable,100% of Medicare,6148,6148,29163
MSQ,EH FACET EFT,176,Pulmonary embolism without MCC*,Not Applicable,100% of Medicare,7212,6148,29163
MSQ,UNITEDHEALTHCARE SERVICES INC AND METLIFE,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,15444,2580,38766
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE MOSAIC,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,17835,2580,38766
MSQ,AETNA MEDICARE (V03) PPO PLAN NET 03397,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,16968,2580,38766
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,17802,2580,38766
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,17061,2580,38766
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN COMPASS,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,2580,2580,38766
MSQ,AETNA ELITE PPO NET 03397,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,15981,2580,38766
MSQ,UNITEDHEALTHCARE SERVICES INC AND UHC MCARE ADVANTAGE CHOICE PL1,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,18387,2580,38766
MSQ,1199SEIU NATIONAL BENEFIT FUND,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,27334,2580,38766
MSQ,"WELLCARE OF NEW YORK, INC",177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,18202,2580,38766
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,21756,2580,38766
MSQ,UNITEDHEALTHCARE SERVICES INC AND UNITEDHEALTHCARE NURSING HOME,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,17025,2580,38766
MSQ,1199SEIU HOMECARE BENEFIT FUND,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,27334,2580,38766
MSQ,AETNA AETNA HEALTHFUND  OPEN CHOICE  PPO NET 00391,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,22099,2580,38766
MSQ,METROPLUS HEALTH PLAN,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,16915,2580,38766
MSQ,AETNA AETNA CHOICE  POS II NET 00357,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,23068,2580,38766
MSQ,UNITEDHEALTHCARE SERVICES INC AND UHC MCARE ADVANTAGE CHOICE PL4,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,9503,2580,38766
MSQ,EH FACET EFT,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,16338,2580,38766
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARECOMPLETE PLAN 1,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,14112,2580,38766
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,18325,2580,38766
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,9906,2580,38766
MSQ,UNITEDHEALTHCARE SERVICES INC AND UHC NURSING HOME PLAN 1,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,16249,2580,38766
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MCADVANTAGE MOSAIC CHOICE,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,18387,2580,38766
MSQ,AETNA AEXCEL  PLUS OPEN ACCESS AETNA SELECT  8 NET 01344,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,21773,2580,38766
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,25662,2580,38766
MSQ,"EMPIRE HEALTHCHOICE ASSURANCE, IN",177,Respiratory infections and inflammations with MCC*,Not Applicable,100% of Medicare,38766,2580,38766
MSQ,"EMPIRE HEALTHCHOICE ASSURANCE, IN",178,Respiratory infections and inflammations with CC*,Not Applicable,100% of Medicare,29554,15465,29554
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,178,Respiratory infections and inflammations with CC*,Not Applicable,100% of Medicare,15465,15465,29554
MSQ,AETNA PREMIER PPO NET 03397,180,Respiratory neoplasms with MCC,Not Applicable,100% of Medicare,12645,6530,18905
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,180,Respiratory neoplasms with MCC,Not Applicable,100% of Medicare,13028,6530,18905
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARECOMPLETE MOSAIC,180,Respiratory neoplasms with MCC,Not Applicable,100% of Medicare,12573,6530,18905
MSQ,EH FACET EFT,180,Respiratory neoplasms with MCC,Not Applicable,100% of Medicare,18905,6530,18905
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,180,Respiratory neoplasms with MCC,Not Applicable,100% of Medicare,13851,6530,18905
MSQ,METROPLUS ESSENTIAL PLAN,180,Respiratory neoplasms with MCC,Not Applicable,100% of Medicare,18905,6530,18905
MSQ,NYSDOH,180,Respiratory neoplasms with MCC,Not Applicable,100% of Medicare,6530,6530,18905
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,180,Respiratory neoplasms with MCC,Not Applicable,100% of Medicare,13223,6530,18905
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,181,Respiratory neoplasms with CC,Not Applicable,100% of Medicare,31260,8689,31260
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,181,Respiratory neoplasms with CC,Not Applicable,100% of Medicare,30322,8689,31260
MSQ,NYSDOH,181,Respiratory neoplasms with CC,Not Applicable,100% of Medicare,8689,8689,31260
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,182,Respiratory neoplasms without CC/MCC,Not Applicable,100% of Medicare,47393,14994,47393
MSQ,METROPLUS HEALTH PLAN,182,Respiratory neoplasms without CC/MCC,Not Applicable,100% of Medicare,38656,14994,47393
MSQ,NYSDOH,182,Respiratory neoplasms without CC/MCC,Not Applicable,100% of Medicare,14994,14994,47393
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,183,Major chest trauma with MCC,Not Applicable,100% of Medicare,11069,11069,11069
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE MOSAIC,184,Major chest trauma with CC,Not Applicable,100% of Medicare,7483,7483,7483
MSQ,EH FACET EFT,186,Pleural effusion with MCC,Not Applicable,100% of Medicare,10818,10818,13234
MSQ,"WELLCARE OF NEW YORK, INC",186,Pleural effusion with MCC,Not Applicable,100% of Medicare,12183,10818,13234
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,186,Pleural effusion with MCC,Not Applicable,100% of Medicare,13234,10818,13234
MSQ,EH FACET EFT,187,Pleural effusion with CC,Not Applicable,100% of Medicare,6801,6801,7541
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,187,Pleural effusion with CC,Not Applicable,100% of Medicare,7541,6801,7541
MSQ,EH FACET EFT,188,Pleural effusion without CC/MCC,Not Applicable,100% of Medicare,6627,6627,6627
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,189,Pulmonary edema and respiratory failure,Not Applicable,100% of Medicare,9605,8736,23839
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,189,Pulmonary edema and respiratory failure,Not Applicable,100% of Medicare,10369,8736,23839
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARECOMPLETE PLAN 1,189,Pulmonary edema and respiratory failure,Not Applicable,100% of Medicare,8736,8736,23839
MSQ,AETNA ELITE PPO NET 03397,189,Pulmonary edema and respiratory failure,Not Applicable,100% of Medicare,9770,8736,23839
MSQ,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",189,Pulmonary edema and respiratory failure,Not Applicable,100% of Medicare,23839,8736,23839
MSQ,METROPLUS HEALTH PLAN,190,Chronic obstructive pulmonary disease with MCC*,Not Applicable,100% of Medicare,8576,3354,11389
MSQ,"WELLCARE OF NEW YORK, INC",190,Chronic obstructive pulmonary disease with MCC*,Not Applicable,100% of Medicare,8730,3354,11389
MSQ,UNITEDHEALTHCARE SERVICES INC AND VERIZON,190,Chronic obstructive pulmonary disease with MCC*,Not Applicable,100% of Medicare,10256,3354,11389
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",190,Chronic obstructive pulmonary disease with MCC*,Not Applicable,100% of Medicare,10009,3354,11389
MSQ,METROPLUS ESSENTIAL PLAN,190,Chronic obstructive pulmonary disease with MCC*,Not Applicable,100% of Medicare,3354,3354,11389
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE MOSAIC,190,Chronic obstructive pulmonary disease with MCC*,Not Applicable,100% of Medicare,8878,3354,11389
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,190,Chronic obstructive pulmonary disease with MCC*,Not Applicable,100% of Medicare,11389,3354,11389
MSQ,NYSDOH,190,Chronic obstructive pulmonary disease with MCC*,Not Applicable,100% of Medicare,4461,3354,11389
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,190,Chronic obstructive pulmonary disease with MCC*,Not Applicable,100% of Medicare,8315,3354,11389
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,190,Chronic obstructive pulmonary disease with MCC*,Not Applicable,100% of Medicare,8448,3354,11389
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,190,Chronic obstructive pulmonary disease with MCC*,Not Applicable,100% of Medicare,8990,3354,11389
MSQ,"WELLCARE OF NEW YORK, INC",191,Chronic obstructive pulmonary disease with CC*,Not Applicable,100% of Medicare,6767,6767,7655
MSQ,UNITEDHEALTHCARE SERVICES INC AND NEW ENGLAND LIFE INSURANCE CO.,191,Chronic obstructive pulmonary disease with CC*,Not Applicable,100% of Medicare,7655,6767,7655
MSQ,UNITEDHEALTHCARE SERVICES INC AND VERIZON,191,Chronic obstructive pulmonary disease with CC*,Not Applicable,100% of Medicare,7086,6767,7655
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARECOMPLETE PLAN 1,191,Chronic obstructive pulmonary disease with CC*,Not Applicable,100% of Medicare,6877,6767,7655
MSQ,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",192,Chronic obstructive pulmonary disease without CC/MCC*,Not Applicable,100% of Medicare,13607,13607,13607
MSQ,AETNA ELITE PPO NET 03397,193,Simple pneumonia and pleurisy with MCC,Not Applicable,100% of Medicare,9864,5689,19016
MSQ,UNITEDHEALTHCARE SERVICES INC AND UHC NURSING HOME PLAN 1,193,Simple pneumonia and pleurisy with MCC,Not Applicable,100% of Medicare,9948,5689,19016
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,193,Simple pneumonia and pleurisy with MCC,Not Applicable,100% of Medicare,9892,5689,19016
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,193,Simple pneumonia and pleurisy with MCC,Not Applicable,100% of Medicare,9635,5689,19016
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,193,Simple pneumonia and pleurisy with MCC,Not Applicable,100% of Medicare,19016,5689,19016
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 2,193,Simple pneumonia and pleurisy with MCC,Not Applicable,100% of Medicare,11223,5689,19016
MSQ,AETNA OPEN CHOICE NET 00391,193,Simple pneumonia and pleurisy with MCC,Not Applicable,100% of Medicare,5689,5689,19016
MSQ,"WELLCARE OF NEW YORK, INC",193,Simple pneumonia and pleurisy with MCC,Not Applicable,100% of Medicare,12533,5689,19016
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE MOSAIC,193,Simple pneumonia and pleurisy with MCC,Not Applicable,100% of Medicare,11424,5689,19016
MSQ,EH FACET EFT,193,Simple pneumonia and pleurisy with MCC,Not Applicable,100% of Medicare,11018,5689,19016
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,193,Simple pneumonia and pleurisy with MCC,Not Applicable,100% of Medicare,11222,5689,19016
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,6203,6166,41459
MSQ,"EMPIRE HEALTHCHOICE ASSURANCE, IN",194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,41459,6166,41459
MSQ,METROPLUS HEALTH PLAN,194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,14991,6166,41459
MSQ,EH FACET EFT,194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,9961,6166,41459
MSQ,EMPIRE HEALTHCHOICE HMO,194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,15251,6166,41459
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,10580,6166,41459
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,16463,6166,41459
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE MOSAIC,194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,6166,6166,41459
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARECOMPLETE PLAN 2,194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,6770,6166,41459
MSQ,"WELLCARE OF NEW YORK, INC",194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,10270,6166,41459
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,6442,6166,41459
MSQ,UNITEDHEALTHCARE SERVICES INC AND METLIFE,194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,7679,6166,41459
MSQ,NYSDOH,194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,6415,6166,41459
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,15945,6166,41459
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,18242,6166,41459
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,194,Simple pneumonia and pleurisy with CC,Not Applicable,100% of Medicare,11074,6166,41459
MSQ,EH FACET EFT,195,Simple pneumonia and pleurisy without CC/MCC,Not Applicable,100% of Medicare,5427,3882,13824
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,195,Simple pneumonia and pleurisy without CC/MCC,Not Applicable,100% of Medicare,3882,3882,13824
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,195,Simple pneumonia and pleurisy without CC/MCC,Not Applicable,100% of Medicare,5523,3882,13824
MSQ,1199SEIU HOMECARE BENEFIT FUND,195,Simple pneumonia and pleurisy without CC/MCC,Not Applicable,100% of Medicare,7872,3882,13824
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,195,Simple pneumonia and pleurisy without CC/MCC,Not Applicable,100% of Medicare,6038,3882,13824
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,195,Simple pneumonia and pleurisy without CC/MCC,Not Applicable,100% of Medicare,6128,3882,13824
MSQ,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",195,Simple pneumonia and pleurisy without CC/MCC,Not Applicable,100% of Medicare,13824,3882,13824
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE MOSAIC,196,Interstitial lung disease with MCC*,Not Applicable,100% of Medicare,12469,3541,12469
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",196,Interstitial lung disease with MCC*,Not Applicable,100% of Medicare,3541,3541,12469
