USNWR Rank,file_create_date,name,code,code type,code description,payer,gross charge,de-identified minimum negotiated charge,payer-specific negotiated charge,de-identified maximum negotiated charge,discounted cash price
17 (tie),8/30/2021,Barnes-Jewish Hospital,205,ms-drg,other respiratory system diagnoses with mcc,TRICARE,41637.64,11300.84,11300.84,29644.98,24982.58
17 (tie),8/30/2021,Barnes-Jewish Hospital,205,ms-drg,other respiratory system diagnoses with mcc,UHC,41637.64,11300.84,21758.28,29644.98,24982.58
17 (tie),8/30/2021,Barnes-Jewish Hospital,206,ms-drg,other respiratory system diagnoses without mcc,ACCESS PPO,42552.5,7534.97,16150.96,20766.44,25531.5
17 (tie),8/30/2021,Barnes-Jewish Hospital,207,ms-drg,respiratory system diagnosis with ventilator support >96 hours,ACCESS CHOICE PPO,152871.5,43856.8,124496.69,124496.69,91722.9
17 (tie),8/30/2021,Barnes-Jewish Hospital,207,ms-drg,respiratory system diagnosis with ventilator support >96 hours,CONNECT NETWORK,152871.5,43856.8,70467,124496.69,91722.9
17 (tie),8/30/2021,Barnes-Jewish Hospital,207,ms-drg,respiratory system diagnosis with ventilator support >96 hours,UHC,152871.5,43856.8,120798.43,124496.69,91722.9
17 (tie),8/30/2021,Barnes-Jewish Hospital,208,ms-drg,respiratory system diagnosis with ventilator support <=96 hours,ACCESS CHOICE PPO,69824.85,11888,36124.13,57939.11,41894.91
17 (tie),8/30/2021,Barnes-Jewish Hospital,208,ms-drg,respiratory system diagnosis with ventilator support <=96 hours,ACCESS PPO,69824.85,11888,46212.35,57939.11,41894.91
17 (tie),8/30/2021,Barnes-Jewish Hospital,208,ms-drg,respiratory system diagnosis with ventilator support <=96 hours,CIGNA OPEN ACCESS,69824.85,11888,39443.45,57939.11,41894.91
17 (tie),8/30/2021,Barnes-Jewish Hospital,208,ms-drg,respiratory system diagnosis with ventilator support <=96 hours,UHC,69824.85,11888,57939.11,57939.11,41894.91
17 (tie),8/30/2021,Barnes-Jewish Hospital,215,ms-drg,other heart assist system implant,UHC MEDICARE,303187.03,112878.64,112878.64,112878.64,181912.22
17 (tie),8/30/2021,Barnes-Jewish Hospital,217,ms-drg,cardiac valve and other major cardiothoracic procedures with cardiac catheterization with cc,ACCESS PPO,229111.43,50702.92,164708.7,164708.7,137466.86
17 (tie),8/30/2021,Barnes-Jewish Hospital,219,ms-drg,cardiac valve and other major cardiothoracic procedures without cardiac catheterization with mcc,ACCESS CHOICE PPO,211843.17,48091.5,194124.62,298414.37,127105.9
17 (tie),8/30/2021,Barnes-Jewish Hospital,219,ms-drg,cardiac valve and other major cardiothoracic procedures without cardiac catheterization with mcc,ACCESS PPO,211843.17,48091.5,173460.91,298414.37,127105.9
17 (tie),8/30/2021,Barnes-Jewish Hospital,219,ms-drg,cardiac valve and other major cardiothoracic procedures without cardiac catheterization with mcc,CIGNA OPEN ACCESS,211843.17,48091.5,298414.37,298414.37,127105.9
17 (tie),8/30/2021,Barnes-Jewish Hospital,219,ms-drg,cardiac valve and other major cardiothoracic procedures without cardiac catheterization with mcc,CONNECT NETWORK,211843.17,48091.5,129978.88,298414.37,127105.9
17 (tie),8/30/2021,Barnes-Jewish Hospital,219,ms-drg,cardiac valve and other major cardiothoracic procedures without cardiac catheterization with mcc,HEALTH ALLIANCE EXCH,211843.17,48091.5,88962.48,298414.37,127105.9
17 (tie),8/30/2021,Barnes-Jewish Hospital,219,ms-drg,cardiac valve and other major cardiothoracic procedures without cardiac catheterization with mcc,HEALTH ALLIANCE HMO,211843.17,48091.5,81007.58,298414.37,127105.9
17 (tie),8/30/2021,Barnes-Jewish Hospital,219,ms-drg,cardiac valve and other major cardiothoracic procedures without cardiac catheterization with mcc,HEALTHLINK HMO,211843.17,48091.5,121579.72,298414.37,127105.9
17 (tie),8/30/2021,Barnes-Jewish Hospital,219,ms-drg,cardiac valve and other major cardiothoracic procedures without cardiac catheterization with mcc,TRICARE,211843.17,48091.5,48091.5,298414.37,127105.9
17 (tie),8/30/2021,Barnes-Jewish Hospital,219,ms-drg,cardiac valve and other major cardiothoracic procedures without cardiac catheterization with mcc,UHC MEDICARE,211843.17,48091.5,57169.75,298414.37,127105.9
17 (tie),8/30/2021,Barnes-Jewish Hospital,220,ms-drg,cardiac valve and other major cardiothoracic procedures without cardiac catheterization with cc,ACCESS CHOICE PPO,154749.87,40819.78,88002.17,111113,92849.92
17 (tie),8/30/2021,Barnes-Jewish Hospital,220,ms-drg,cardiac valve and other major cardiothoracic procedures without cardiac catheterization with cc,ACCESS PPO,154749.87,40819.78,100329.46,111113,92849.92
17 (tie),8/30/2021,Barnes-Jewish Hospital,220,ms-drg,cardiac valve and other major cardiothoracic procedures without cardiac catheterization with cc,UHC,154749.87,40819.78,111113,111113,92849.92
17 (tie),8/30/2021,Barnes-Jewish Hospital,228,ms-drg,other cardiothoracic procedures with mcc,CIGNA CSD,168608.66,49087.55,59508,59508,101165.2
17 (tie),8/30/2021,Barnes-Jewish Hospital,228,ms-drg,other cardiothoracic procedures with mcc,UHC MEDICARE,168608.66,49087.55,49087.55,59508,101165.2
17 (tie),8/30/2021,Barnes-Jewish Hospital,233,ms-drg,coronary bypass with cardiac catheterization with mcc,UHC MEDICARE,218941.33,47363.68,47363.68,47363.68,131364.8
17 (tie),8/30/2021,Barnes-Jewish Hospital,235,ms-drg,coronary bypass without cardiac catheterization with mcc,ACCESS CHOICE PPO,154204.41,36339.46,93844.46,134848.95,92522.65
17 (tie),8/30/2021,Barnes-Jewish Hospital,235,ms-drg,coronary bypass without cardiac catheterization with mcc,BL CHOICE PRF PPO IL,154204.41,36339.46,134848.95,134848.95,92522.65
17 (tie),8/30/2021,Barnes-Jewish Hospital,235,ms-drg,coronary bypass without cardiac catheterization with mcc,CIGNA OPEN ACCESS,154204.41,36339.46,97684.92,134848.95,92522.65
17 (tie),8/30/2021,Barnes-Jewish Hospital,235,ms-drg,coronary bypass without cardiac catheterization with mcc,UHC,154204.41,36339.46,87044.2,134848.95,92522.65
17 (tie),8/30/2021,Barnes-Jewish Hospital,236,ms-drg,coronary bypass without cardiac catheterization without mcc,UHC MEDICARE,140868.32,31232.99,31232.99,31232.99,84520.99
17 (tie),8/30/2021,Barnes-Jewish Hospital,239,ms-drg,amputation for circulatory system disorders except upper limb and toe with mcc,UHC MEDICARE,125795.02,35504.76,35504.76,35504.76,75477.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,240,ms-drg,amputation for circulatory system disorders except upper limb and toe with cc,UHC MEDICARE,71663.21,19174.09,19174.09,19174.09,42997.93
17 (tie),8/30/2021,Barnes-Jewish Hospital,246,ms-drg,percutaneous cardiovascular procedures with drug-eluting stent with mcc or 4+ arteries or stents,AETNA MEDICARE,101863.59,24681.18,24681.18,60798.73,61118.15
17 (tie),8/30/2021,Barnes-Jewish Hospital,246,ms-drg,percutaneous cardiovascular procedures with drug-eluting stent with mcc or 4+ arteries or stents,UHC,101863.59,24681.18,48407,60798.73,61118.15
17 (tie),8/30/2021,Barnes-Jewish Hospital,247,ms-drg,percutaneous cardiovascular procedures with drug-eluting stent without mcc,CONNECT NETWORK,76179.8,16345.35,20480.14,48407,45707.88
17 (tie),8/30/2021,Barnes-Jewish Hospital,247,ms-drg,percutaneous cardiovascular procedures with drug-eluting stent without mcc,UHC,76179.8,16345.35,48407,48407,45707.88
17 (tie),8/30/2021,Barnes-Jewish Hospital,252,ms-drg,other vascular procedures with mcc,ACCESS PPO,90733.18,25050.05,63106.27,63106.27,54439.91
17 (tie),8/30/2021,Barnes-Jewish Hospital,252,ms-drg,other vascular procedures with mcc,AETNA MCR GOLD,90733.18,25050.05,25050.05,63106.27,54439.91
17 (tie),8/30/2021,Barnes-Jewish Hospital,252,ms-drg,other vascular procedures with mcc,UHC,90733.18,25050.05,34742,63106.27,54439.91
17 (tie),8/30/2021,Barnes-Jewish Hospital,253,ms-drg,other vascular procedures with cc,UHC,74447.22,19364.41,34563,63487.78,44668.33
17 (tie),8/30/2021,Barnes-Jewish Hospital,254,ms-drg,other vascular procedures without cc/mcc,UHC MEDICARE,52455.12,14396.31,14396.31,36659,31473.07
17 (tie),8/30/2021,Barnes-Jewish Hospital,266,ms-drg,endovascular cardiac valve replacement and supplement procedures with mcc,UHC MEDICARE,203349.89,64277.44,64277.44,64277.44,122009.93
17 (tie),8/30/2021,Barnes-Jewish Hospital,267,ms-drg,endovascular cardiac valve replacement and supplement procedures without mcc,ADVANTRA,171957.65,43631.41,47403.06,47403.06,103174.59
17 (tie),8/30/2021,Barnes-Jewish Hospital,267,ms-drg,endovascular cardiac valve replacement and supplement procedures without mcc,UHC MEDICARE,171957.65,43631.41,43631.41,47403.06,103174.59
17 (tie),8/30/2021,Barnes-Jewish Hospital,269,ms-drg,aortic and heart assist procedures except pulsation balloon without mcc,UHC MEDICARE,114189.15,31431.72,31431.72,31431.72,68513.49
17 (tie),8/30/2021,Barnes-Jewish Hospital,270,ms-drg,other major cardiovascular procedures with mcc,ACCESS PPO,138892.75,43008.14,96889.64,183715.55,83335.65
17 (tie),8/30/2021,Barnes-Jewish Hospital,270,ms-drg,other major cardiovascular procedures with mcc,UHC,138892.75,43008.14,69260.17,183715.55,83335.65
17 (tie),8/30/2021,Barnes-Jewish Hospital,270,ms-drg,other major cardiovascular procedures with mcc,UHC MEDICARE,138892.75,43008.14,43008.14,183715.55,83335.65
17 (tie),8/30/2021,Barnes-Jewish Hospital,271,ms-drg,other major cardiovascular procedures with cc,ACCESS PPO,91658.85,27656.36,65048.31,65299,54995.31
17 (tie),8/30/2021,Barnes-Jewish Hospital,273,ms-drg,percutaneous and other intracardiac procedures with mcc,UHC MEDICARE,146203.05,28780.72,28780.72,53983,87721.83
17 (tie),8/30/2021,Barnes-Jewish Hospital,274,ms-drg,percutaneous and other intracardiac procedures without mcc,UHC,117790.18,22742.98,52394,62288.09,70674.11
17 (tie),8/30/2021,Barnes-Jewish Hospital,274,ms-drg,percutaneous and other intracardiac procedures without mcc,UHC MEDICARE,117790.18,22742.98,22742.98,62288.09,70674.11
17 (tie),8/30/2021,Barnes-Jewish Hospital,280,ms-drg,"acute myocardial infarction, discharged alive with mcc",ACCESS PPO,37861.18,13300.41,24504.51,24504.51,22716.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,280,ms-drg,"acute myocardial infarction, discharged alive with mcc",CONNECT NETWORK,37861.18,13300.41,18669,24504.51,22716.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,280,ms-drg,"acute myocardial infarction, discharged alive with mcc",UHC MEDICARE,37861.18,13300.41,13300.41,24504.51,22716.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,281,ms-drg,"acute myocardial infarction, discharged alive with cc",CONNECT NETWORK,26782.59,8471.13,18611,18611,16069.55
17 (tie),8/30/2021,Barnes-Jewish Hospital,281,ms-drg,"acute myocardial infarction, discharged alive with cc",UHC,26782.59,8471.13,17356.45,18611,16069.55
17 (tie),8/30/2021,Barnes-Jewish Hospital,282,ms-drg,"acute myocardial infarction, discharged alive without cc/mcc",ACCESS CHOICE PPO,27720.44,11920.64,11920.64,11920.64,16632.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,286,ms-drg,"circulatory disorders except ami, with cardiac catheterization with mcc",ACCESS CHOICE PPO,58882.7,17135,36185.97,42184.28,35329.62
17 (tie),8/30/2021,Barnes-Jewish Hospital,286,ms-drg,"circulatory disorders except ami, with cardiac catheterization with mcc",UHC MEDICARE,58882.7,17135,17135,42184.28,35329.62
17 (tie),8/30/2021,Barnes-Jewish Hospital,287,ms-drg,"circulatory disorders except ami, with cardiac catheterization without mcc",ADVANTRA,36025.51,9176.45,10472.22,29479.94,21615.31
17 (tie),8/30/2021,Barnes-Jewish Hospital,287,ms-drg,"circulatory disorders except ami, with cardiac catheterization without mcc",UHC,36025.51,9176.45,29479.94,29479.94,21615.31
17 (tie),8/30/2021,Barnes-Jewish Hospital,291,ms-drg,heart failure and shock with mcc,ACCESS PPO,26136.05,8980.84,28808.69,28808.69,15681.63
17 (tie),8/30/2021,Barnes-Jewish Hospital,291,ms-drg,heart failure and shock with mcc,AETNA MCR GOLD,26136.05,8980.84,11230.34,28808.69,15681.63
17 (tie),8/30/2021,Barnes-Jewish Hospital,291,ms-drg,heart failure and shock with mcc,HEALTH ALNC MEDICARE,26136.05,8980.84,10073.48,28808.69,15681.63
17 (tie),8/30/2021,Barnes-Jewish Hospital,291,ms-drg,heart failure and shock with mcc,TRICARE,26136.05,8980.84,8980.84,28808.69,15681.63
17 (tie),8/30/2021,Barnes-Jewish Hospital,291,ms-drg,heart failure and shock with mcc,UHC,26136.05,8980.84,16413,28808.69,15681.63
17 (tie),8/30/2021,Barnes-Jewish Hospital,291,ms-drg,heart failure and shock with mcc,UHC MEDICARE,26136.05,8980.84,11051.44,28808.69,15681.63
17 (tie),8/30/2021,Barnes-Jewish Hospital,292,ms-drg,heart failure and shock with cc,UHC,20231.25,6813.24,16413,18573.97,12138.75
17 (tie),8/30/2021,Barnes-Jewish Hospital,292,ms-drg,heart failure and shock with cc,UHC MEDICARE,20231.25,6813.24,7912.68,18573.97,12138.75
17 (tie),8/30/2021,Barnes-Jewish Hospital,293,ms-drg,heart failure and shock without cc/mcc,UHC MEDICARE,16106.5,6045.74,6045.74,6045.74,9663.9
17 (tie),8/30/2021,Barnes-Jewish Hospital,299,ms-drg,peripheral vascular disorders with mcc,ACCESS CHOICE PPO,36409.8,5914.76,21527.86,21527.86,21845.88
17 (tie),8/30/2021,Barnes-Jewish Hospital,300,ms-drg,peripheral vascular disorders with cc,CIGNA CSD,27240.19,5944.5,13942,19746.75,16344.11
17 (tie),8/30/2021,Barnes-Jewish Hospital,300,ms-drg,peripheral vascular disorders with cc,CONNECT NETWORK,27240.19,5944.5,5944.5,19746.75,16344.11
17 (tie),8/30/2021,Barnes-Jewish Hospital,300,ms-drg,peripheral vascular disorders with cc,TRNPLT OPTUM,27240.19,5944.5,19746.75,19746.75,16344.11
17 (tie),8/30/2021,Barnes-Jewish Hospital,300,ms-drg,peripheral vascular disorders with cc,UHC MEDICARE,27240.19,5944.5,8822.74,19746.75,16344.11
17 (tie),8/30/2021,Barnes-Jewish Hospital,301,ms-drg,peripheral vascular disorders without cc/mcc,UHC,15210.25,6569.49,13767,13767,9126.15
17 (tie),8/30/2021,Barnes-Jewish Hospital,301,ms-drg,peripheral vascular disorders without cc/mcc,UHC MEDICARE,15210.25,6569.49,6569.49,13767,9126.15
17 (tie),8/30/2021,Barnes-Jewish Hospital,303,ms-drg,atherosclerosis without mcc,UHC MEDICARE,14754.9,2927.05,2927.05,2927.05,8852.94
17 (tie),8/30/2021,Barnes-Jewish Hospital,304,ms-drg,hypertension with mcc,UHC MEDICARE,24508.45,9071.47,9071.47,9071.47,14705.07
17 (tie),8/30/2021,Barnes-Jewish Hospital,305,ms-drg,hypertension without mcc,AETNA LOCAL NON LOCAL,18072.1,5912,12034,12034,10843.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,305,ms-drg,hypertension without mcc,CONNECT NETWORK,18072.1,5912,5912,12034,10843.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,308,ms-drg,cardiac arrhythmia and conduction disorders with mcc,AETNA MCR GOLD,26270.32,9020.25,9020.25,22500.68,15762.19
17 (tie),8/30/2021,Barnes-Jewish Hospital,308,ms-drg,cardiac arrhythmia and conduction disorders with mcc,AETNA MEDICARE,26270.32,9020.25,10033.46,22500.68,15762.19
17 (tie),8/30/2021,Barnes-Jewish Hospital,308,ms-drg,cardiac arrhythmia and conduction disorders with mcc,CIGNA OPEN ACCESS,26270.32,9020.25,17571.5,22500.68,15762.19
17 (tie),8/30/2021,Barnes-Jewish Hospital,308,ms-drg,cardiac arrhythmia and conduction disorders with mcc,CONNECT NETWORK,26270.32,9020.25,9733,22500.68,15762.19
17 (tie),8/30/2021,Barnes-Jewish Hospital,308,ms-drg,cardiac arrhythmia and conduction disorders with mcc,UHC MEDICARE,26270.32,9020.25,10010.34,22500.68,15762.19
17 (tie),8/30/2021,Barnes-Jewish Hospital,309,ms-drg,cardiac arrhythmia and conduction disorders with cc,HEALTHLINK HMO,17699.95,4785.91,13640,14949,10619.97
17 (tie),8/30/2021,Barnes-Jewish Hospital,309,ms-drg,cardiac arrhythmia and conduction disorders with cc,UHC,17699.95,4785.91,13420,14949,10619.97
17 (tie),8/30/2021,Barnes-Jewish Hospital,309,ms-drg,cardiac arrhythmia and conduction disorders with cc,UHC MEDICARE,17699.95,4785.91,6803.07,14949,10619.97
17 (tie),8/30/2021,Barnes-Jewish Hospital,310,ms-drg,cardiac arrhythmia and conduction disorders without cc/mcc,ACCESS PPO,13202.1,2967.19,10649.25,12812.25,7921.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,310,ms-drg,cardiac arrhythmia and conduction disorders without cc/mcc,HEALTHLINK HMO,13202.1,2967.19,11532.95,12812.25,7921.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,310,ms-drg,cardiac arrhythmia and conduction disorders without cc/mcc,TRICARE,13202.1,2967.19,2967.19,12812.25,7921.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,310,ms-drg,cardiac arrhythmia and conduction disorders without cc/mcc,UHC MEDICARE,13202.1,2967.19,5338.17,12812.25,7921.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,311,ms-drg,angina pectoris,UHC MEDICARE,16133.28,2937.57,2937.57,2937.57,9679.97
17 (tie),8/30/2021,Barnes-Jewish Hospital,312,ms-drg,syncope and collapse,ACCESS CHOICE PPO,18991.8,5082.52,12516.2,12516.2,11395.08
17 (tie),8/30/2021,Barnes-Jewish Hospital,312,ms-drg,syncope and collapse,UHC MEDICARE,18991.8,5082.52,5082.52,12516.2,11395.08
17 (tie),8/30/2021,Barnes-Jewish Hospital,313,ms-drg,chest pain,UHC,16798.87,2976.25,7330,13297.84,10079.32
17 (tie),8/30/2021,Barnes-Jewish Hospital,313,ms-drg,chest pain,UHC MEDICARE,16798.87,2976.25,2976.25,13297.84,10079.32
17 (tie),8/30/2021,Barnes-Jewish Hospital,314,ms-drg,other circulatory system diagnoses with mcc,ACCESS PPO,47284.73,15982.98,29922.55,41222.94,28370.84
17 (tie),8/30/2021,Barnes-Jewish Hospital,314,ms-drg,other circulatory system diagnoses with mcc,UHC COMMUNITY PLAN,47284.73,15982.98,28341.61,41222.94,28370.84
17 (tie),8/30/2021,Barnes-Jewish Hospital,315,ms-drg,other circulatory system diagnoses with cc,ACCESS CHOICE PPO,22311,5207.63,15245.12,21826,13386.6
17 (tie),8/30/2021,Barnes-Jewish Hospital,315,ms-drg,other circulatory system diagnoses with cc,AETNA MCR GOLD,22311,5207.63,7077.52,21826,13386.6
17 (tie),8/30/2021,Barnes-Jewish Hospital,315,ms-drg,other circulatory system diagnoses with cc,CONNECT NETWORK,22311,5207.63,8938.5,21826,13386.6
17 (tie),8/30/2021,Barnes-Jewish Hospital,315,ms-drg,other circulatory system diagnoses with cc,HEALTHLINK HMO,22311,5207.63,21826,21826,13386.6
17 (tie),8/30/2021,Barnes-Jewish Hospital,326,ms-drg,"stomach, esophageal and duodenal procedures with mcc",ACCESS CHOICE PPO,101368.29,17811.45,67787.04,67787.04,60820.97
17 (tie),8/30/2021,Barnes-Jewish Hospital,326,ms-drg,"stomach, esophageal and duodenal procedures with mcc",CONNECT NETWORK,101368.29,17811.45,17811.45,67787.04,60820.97
17 (tie),8/30/2021,Barnes-Jewish Hospital,326,ms-drg,"stomach, esophageal and duodenal procedures with mcc",UHC COMMUNITY PLAN,101368.29,17811.45,25172.19,67787.04,60820.97
17 (tie),8/30/2021,Barnes-Jewish Hospital,327,ms-drg,"stomach, esophageal and duodenal procedures with cc",TRICARE,64708.39,19017.27,19017.27,44265,38825.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,328,ms-drg,"stomach, esophageal and duodenal procedures without cc/mcc",AETNA LOCAL NON LOCAL,44481.39,12134.8,28929,50653.63,26688.83
17 (tie),8/30/2021,Barnes-Jewish Hospital,328,ms-drg,"stomach, esophageal and duodenal procedures without cc/mcc",HEALTHLINK HMO,44481.39,12134.8,50653.63,50653.63,26688.83
17 (tie),8/30/2021,Barnes-Jewish Hospital,328,ms-drg,"stomach, esophageal and duodenal procedures without cc/mcc",TRICARE,44481.39,12134.8,12134.8,50653.63,26688.83
17 (tie),8/30/2021,Barnes-Jewish Hospital,328,ms-drg,"stomach, esophageal and duodenal procedures without cc/mcc",UHC,44481.39,12134.8,41635,50653.63,26688.83
17 (tie),8/30/2021,Barnes-Jewish Hospital,328,ms-drg,"stomach, esophageal and duodenal procedures without cc/mcc",UHC MEDICARE,44481.39,12134.8,12453.57,50653.63,26688.83
17 (tie),8/30/2021,Barnes-Jewish Hospital,329,ms-drg,major small and large bowel procedures with mcc,ACCESS CHOICE PPO,91702.15,23355.33,54852.2,162147.31,55021.29
17 (tie),8/30/2021,Barnes-Jewish Hospital,329,ms-drg,major small and large bowel procedures with mcc,ACCESS PPO,91702.15,23355.33,98507.89,162147.31,55021.29
17 (tie),8/30/2021,Barnes-Jewish Hospital,329,ms-drg,major small and large bowel procedures with mcc,CONNECT NETWORK,91702.15,23355.33,64886.06,162147.31,55021.29
17 (tie),8/30/2021,Barnes-Jewish Hospital,329,ms-drg,major small and large bowel procedures with mcc,TRICARE,91702.15,23355.33,23355.33,162147.31,55021.29
17 (tie),8/30/2021,Barnes-Jewish Hospital,329,ms-drg,major small and large bowel procedures with mcc,UHC,91702.15,23355.33,42438,162147.31,55021.29
17 (tie),8/30/2021,Barnes-Jewish Hospital,329,ms-drg,major small and large bowel procedures with mcc,UHC MEDICARE,91702.15,23355.33,37501.64,162147.31,55021.29
