Description,"Code 
Type","CPT/HCPCS 
DRG Code","Code
CDM/ERX/SUP",NDC,"Revenue
Code",Quantity,IP XR Aetna,IP XR Anthem,"IP XR
Blue Shield","IP XR
Cigna","IP XR
Health Net","IP XR
Kaiser","IP XR
United",Min,Max
Septicemia or severe sepsis w/o MV >96 hours,DRG,MS-DRG V37 (FY2020) 872,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,36023.43332,Variable,Variable
O.R. procedure w principal diagnoses of mental illness,DRG,MS-DRG V37 (FY2020) 876,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,62901.84095,Variable,Variable
Acute adjustment reaction & psychosocial dysfunction,DRG,MS-DRG V37 (FY2020) 880,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,29223.4227,Variable,Variable
Depressive neuroses,DRG,MS-DRG V37 (FY2020) 881,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,23845.434,Variable,Variable
Neuroses except depressive,DRG,MS-DRG V37 (FY2020) 882,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,17856.44667,Variable,Variable
Disorders of personality & impulse control,DRG,MS-DRG V37 (FY2020) 883,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,63568.55371,Variable,Variable
Organic disturbances & intellectual disability,DRG,MS-DRG V37 (FY2020) 884,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,21538.70935,Variable,Variable
Psychoses,DRG,MS-DRG V37 (FY2020) 885,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,30912.6806,Variable,Variable
Behavioral & developmental disorders,DRG,MS-DRG V37 (FY2020) 886,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,14513.67582,Variable,Variable
Other mental disorder diagnoses,DRG,MS-DRG V37 (FY2020) 887,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,63380.23513,Variable,Variable
"Alcohol/drug abuse or dependence, left AMA",DRG,MS-DRG V37 (FY2020) 894,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,17127.27311,Variable,Variable
Alcohol/drug abuse or dependence w/o rehabilitation therapy,DRG,MS-DRG V37 (FY2020) 896,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,62599.09988,Variable,Variable
Alcohol/drug abuse or dependence w/o rehabilitation therapy,DRG,MS-DRG V37 (FY2020) 897,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,26546.05706,Variable,Variable
Wound debridements for injuries,DRG,MS-DRG V37 (FY2020) 901,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,43902.78638,Variable,Variable
Wound debridements for injuries,DRG,MS-DRG V37 (FY2020) 902,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,59738.52208,Variable,Variable
Wound debridements for injuries,DRG,MS-DRG V37 (FY2020) 903,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,18183.4974,Variable,Variable
Skin grafts for injuries,DRG,MS-DRG V37 (FY2020) 904,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,157710.683,Variable,Variable
Skin grafts for injuries,DRG,MS-DRG V37 (FY2020) 905,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,34628.31295,Variable,Variable
Hand procedures for injuries,DRG,MS-DRG V37 (FY2020) 906,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,22989.48195,Variable,Variable
Other O.R. procedures for injuries,DRG,MS-DRG V37 (FY2020) 907,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,96011.99202,Variable,Variable
Other O.R. procedures for injuries,DRG,MS-DRG V37 (FY2020) 908,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,52468.02449,Variable,Variable
Other O.R. procedures for injuries,DRG,MS-DRG V37 (FY2020) 909,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,18103.10997,Variable,Variable
Traumatic injury,DRG,MS-DRG V37 (FY2020) 913,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,26542.5522,Variable,Variable
Traumatic injury,DRG,MS-DRG V37 (FY2020) 914,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,45881.41581,Variable,Variable
Allergic reactions,DRG,MS-DRG V37 (FY2020) 915,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,18135.86843,Variable,Variable
Allergic reactions,DRG,MS-DRG V37 (FY2020) 916,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,17918.72179,Variable,Variable
Poisoning & toxic effects of drugs,DRG,MS-DRG V37 (FY2020) 917,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,50293.37043,Variable,Variable
Poisoning & toxic effects of drugs,DRG,MS-DRG V37 (FY2020) 918,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,15421.31103,Variable,Variable
Complications of treatment,DRG,MS-DRG V37 (FY2020) 919,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,48478.26249,Variable,Variable
Complications of treatment,DRG,MS-DRG V37 (FY2020) 920,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,31970.45229,Variable,Variable
Complications of treatment,DRG,MS-DRG V37 (FY2020) 921,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,27779.02538,Variable,Variable
"Other injury, poisoning & toxic effect diag",DRG,MS-DRG V37 (FY2020) 922,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,14659.2939,Variable,Variable
"Other injury, poisoning & toxic effect diag",DRG,MS-DRG V37 (FY2020) 923,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,7787.2905,Variable,Variable
Full thickness burn w skin graft or inhal inj,DRG,MS-DRG V37 (FY2020) 929,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,49355.91682,Variable,Variable
Full thickness burn w/o skin grft or inhal inj,DRG,MS-DRG V37 (FY2020) 934,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,16672.63925,Variable,Variable
Non-extensive burns,DRG,MS-DRG V37 (FY2020) 935,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,19861.14206,Variable,Variable
O.R. proc w diagnoses of other contact w health services,DRG,MS-DRG V37 (FY2020) 939,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,19155.58182,Variable,Variable
O.R. proc w diagnoses of other contact w health services,DRG,MS-DRG V37 (FY2020) 940,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,41315.81211,Variable,Variable
O.R. proc w diagnoses of other contact w health services,DRG,MS-DRG V37 (FY2020) 941,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,42307.83478,Variable,Variable
Signs & symptoms,DRG,MS-DRG V37 (FY2020) 947,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,24631.59057,Variable,Variable
Signs & symptoms,DRG,MS-DRG V37 (FY2020) 948,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,24737.91242,Variable,Variable
Aftercare,DRG,MS-DRG V37 (FY2020) 949,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,24270.82973,Variable,Variable
Aftercare,DRG,MS-DRG V37 (FY2020) 950,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,14362.9668,Variable,Variable
Other factors influencing health status,DRG,MS-DRG V37 (FY2020) 951,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,13660.81858,Variable,Variable
Craniotomy for multiple significant trauma,DRG,MS-DRG V37 (FY2020) 955,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,472713.0519,Variable,Variable
"Limb reattachment, hip & femur proc for multiple significant trauma",DRG,MS-DRG V37 (FY2020) 956,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,208418.571,Variable,Variable
Other O.R. procedures for multiple significant trauma,DRG,MS-DRG V37 (FY2020) 957,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,202555.9289,Variable,Variable
Other O.R. procedures for multiple significant trauma,DRG,MS-DRG V37 (FY2020) 958,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,90304.44581,Variable,Variable
Other O.R. procedures for multiple significant trauma,DRG,MS-DRG V37 (FY2020) 959,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,27925.28563,Variable,Variable
Other multiple significant trauma,DRG,MS-DRG V37 (FY2020) 963,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,97548.40548,Variable,Variable
Other multiple significant trauma,DRG,MS-DRG V37 (FY2020) 964,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,80521.69016,Variable,Variable
Other multiple significant trauma,DRG,MS-DRG V37 (FY2020) 965,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,32826.94592,Variable,Variable
HIV w extensive O.R. procedure,DRG,MS-DRG V37 (FY2020) 969,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,274741.3729,Variable,Variable
HIV w extensive O.R. procedure,DRG,MS-DRG V37 (FY2020) 970,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,61175.90194,Variable,Variable
HIV w major related condition,DRG,MS-DRG V37 (FY2020) 974,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,85325.0364,Variable,Variable
HIV w major related condition,DRG,MS-DRG V37 (FY2020) 975,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,34070.8002,Variable,Variable
HIV w major related condition,DRG,MS-DRG V37 (FY2020) 976,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,24761.56443,Variable,Variable
HIV w or w/o other related condition,DRG,MS-DRG V37 (FY2020) 977,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,56589.53987,Variable,Variable
Extensive O.R. procedure unrelated to principal diagnosis,DRG,MS-DRG V37 (FY2020) 981,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,198097.119,Variable,Variable
Extensive O.R. procedure unrelated to principal diagnosis,DRG,MS-DRG V37 (FY2020) 982,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,74500.13006,Variable,Variable
Extensive O.R. procedure unrelated to principal diagnosis,DRG,MS-DRG V37 (FY2020) 983,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,49279.2741,Variable,Variable
Non-extensive O.R. proc unrelated to principal diagnosis,DRG,MS-DRG V37 (FY2020) 987,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,173853.5699,Variable,Variable
Non-extensive O.R. proc unrelated to principal diagnosis,DRG,MS-DRG V37 (FY2020) 988,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,57430.04886,Variable,Variable
Non-extensive O.R. proc unrelated to principal diagnosis,DRG,MS-DRG V37 (FY2020) 989,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,19950.96089,Variable,Variable
Principal diagnosis invalid as discharge diagnosis,DRG,MS-DRG V37 (FY2020) 998,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,26492.65629,Variable,Variable
Ungroupable,DRG,MS-DRG V37 (FY2020) 999,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,90304.44581,Variable,Variable
