US News Ranking,Hospital Name,Billing Code Type,DRG Number,DRG Description,Payor,Plan,Charge Amount
7,New York-Presbyterian Hospital,MSDRG,220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC,Gross Charge,Gross Charges,331906.6756655173
7,New York-Presbyterian Hospital,MSDRG,221,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITHOUT CC/MCC,Gross Charge,Gross Charges,307480.6507058824
7,New York-Presbyterian Hospital,MSDRG,222,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MCC",Gross Charge,Gross Charges,512912.1917148148
7,New York-Presbyterian Hospital,MSDRG,223,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITHOUT MCC",Gross Charge,Gross Charges,384988.9870833334
7,New York-Presbyterian Hospital,MSDRG,224,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH MCC",Gross Charge,Gross Charges,619343.263065
7,New York-Presbyterian Hospital,MSDRG,225,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITHOUT MCC",Gross Charge,Gross Charges,296089.2194333333
7,New York-Presbyterian Hospital,MSDRG,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC,Gross Charge,Gross Charges,397594.0561
7,New York-Presbyterian Hospital,MSDRG,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,Gross Charge,Gross Charges,257929.2865600001
7,New York-Presbyterian Hospital,MSDRG,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,Gross Charge,Gross Charges,509804.2406508473
7,New York-Presbyterian Hospital,MSDRG,229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,Gross Charge,Gross Charges,263304.0145864406
7,New York-Presbyterian Hospital,MSDRG,231,CORONARY BYPASS WITH PTCA WITH MCC,Gross Charge,Gross Charges,534484.6211250001
7,New York-Presbyterian Hospital,MSDRG,233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITH MCC,Gross Charge,Gross Charges,597315.6494299142
7,New York-Presbyterian Hospital,MSDRG,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITHOUT MCC,Gross Charge,Gross Charges,419528.5779437501
7,New York-Presbyterian Hospital,MSDRG,235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,Gross Charge,Gross Charges,382674.2555872179
7,New York-Presbyterian Hospital,MSDRG,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,Gross Charge,Gross Charges,278564.4917158536
7,New York-Presbyterian Hospital,MSDRG,239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,Gross Charge,Gross Charges,429545.9636553845
7,New York-Presbyterian Hospital,MSDRG,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,Gross Charge,Gross Charges,186695.8898
7,New York-Presbyterian Hospital,MSDRG,241,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC,Gross Charge,Gross Charges,94910.7869
7,New York-Presbyterian Hospital,MSDRG,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,Gross Charge,Gross Charges,251281.5332716216
7,New York-Presbyterian Hospital,MSDRG,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,Gross Charge,Gross Charges,178658.3217495049
7,New York-Presbyterian Hospital,MSDRG,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,Gross Charge,Gross Charges,139878.4417358974
7,New York-Presbyterian Hospital,MSDRG,245,AICD GENERATOR PROCEDURES,Gross Charge,Gross Charges,253368.0044250001
7,New York-Presbyterian Hospital,MSDRG,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,Gross Charge,Gross Charges,220092.1582526749
7,New York-Presbyterian Hospital,MSDRG,247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,Gross Charge,Gross Charges,121699.76155323
7,New York-Presbyterian Hospital,MSDRG,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,Gross Charge,Gross Charges,218539.4464666666
7,New York-Presbyterian Hospital,MSDRG,249,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITHOUT MCC,Gross Charge,Gross Charges,91884.39355
7,New York-Presbyterian Hospital,MSDRG,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,Gross Charge,Gross Charges,215041.524959375
7,New York-Presbyterian Hospital,MSDRG,251,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,Gross Charge,Gross Charges,110051.0238870968
7,New York-Presbyterian Hospital,MSDRG,252,OTHER VASCULAR PROCEDURES WITH MCC,Gross Charge,Gross Charges,328083.1349104395
7,New York-Presbyterian Hospital,MSDRG,253,OTHER VASCULAR PROCEDURES WITH CC,Gross Charge,Gross Charges,179029.9808908497
7,New York-Presbyterian Hospital,MSDRG,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,Gross Charge,Gross Charges,117166.8107520833
7,New York-Presbyterian Hospital,MSDRG,255,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,Gross Charge,Gross Charges,286026.61665
7,New York-Presbyterian Hospital,MSDRG,256,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,Gross Charge,Gross Charges,160764.9028722222
7,New York-Presbyterian Hospital,MSDRG,258,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,Gross Charge,Gross Charges,501301.8052
7,New York-Presbyterian Hospital,MSDRG,259,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,Gross Charge,Gross Charges,184567.70795
7,New York-Presbyterian Hospital,MSDRG,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,Gross Charge,Gross Charges,279907.6940142858
7,New York-Presbyterian Hospital,MSDRG,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,Gross Charge,Gross Charges,160154.0852225807
7,New York-Presbyterian Hospital,MSDRG,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,Gross Charge,Gross Charges,119298.18945
7,New York-Presbyterian Hospital,MSDRG,263,VEIN LIGATION AND STRIPPING,Gross Charge,Gross Charges,114012.7621666667
7,New York-Presbyterian Hospital,MSDRG,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,Gross Charge,Gross Charges,327171.0226010527
7,New York-Presbyterian Hospital,MSDRG,265,AICD LEAD PROCEDURES,Gross Charge,Gross Charges,377456.9824500001
7,New York-Presbyterian Hospital,MSDRG,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,Gross Charge,Gross Charges,422745.8969325358
7,New York-Presbyterian Hospital,MSDRG,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,Gross Charge,Gross Charges,235901.6563613953
7,New York-Presbyterian Hospital,MSDRG,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,Gross Charge,Gross Charges,419382.1905750001
7,New York-Presbyterian Hospital,MSDRG,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,Gross Charge,Gross Charges,197575.5981448276
7,New York-Presbyterian Hospital,MSDRG,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,Gross Charge,Gross Charges,574013.3743250004
7,New York-Presbyterian Hospital,MSDRG,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,Gross Charge,Gross Charges,224052.5277040269
7,New York-Presbyterian Hospital,MSDRG,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,Gross Charge,Gross Charges,140260.2636148148
7,New York-Presbyterian Hospital,MSDRG,273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,Gross Charge,Gross Charges,344861.3772344445
7,New York-Presbyterian Hospital,MSDRG,274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,Gross Charge,Gross Charges,192975.0444287128
7,New York-Presbyterian Hospital,MSDRG,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",Gross Charge,Gross Charges,179106.670996239
7,New York-Presbyterian Hospital,MSDRG,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",Gross Charge,Gross Charges,105204.5207734376
7,New York-Presbyterian Hospital,MSDRG,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",Gross Charge,Gross Charges,72224.132055814
7,New York-Presbyterian Hospital,MSDRG,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",Gross Charge,Gross Charges,311264.9818487805
7,New York-Presbyterian Hospital,MSDRG,284,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",Gross Charge,Gross Charges,71399.9016
7,New York-Presbyterian Hospital,MSDRG,285,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",Gross Charge,Gross Charges,35847.9853
7,New York-Presbyterian Hospital,MSDRG,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",Gross Charge,Gross Charges,294590.1599127933
7,New York-Presbyterian Hospital,MSDRG,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",Gross Charge,Gross Charges,142946.3182671779
7,New York-Presbyterian Hospital,MSDRG,288,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,Gross Charge,Gross Charges,289945.2344933334
7,New York-Presbyterian Hospital,MSDRG,289,ACUTE AND SUBACUTE ENDOCARDITIS WITH CC,Gross Charge,Gross Charges,117756.50884
7,New York-Presbyterian Hospital,MSDRG,290,ACUTE AND SUBACUTE ENDOCARDITIS WITHOUT CC/MCC,Gross Charge,Gross Charges,258232.8691
7,New York-Presbyterian Hospital,MSDRG,291,HEART FAILURE AND SHOCK WITH MCC,Gross Charge,Gross Charges,144964.7584868641
7,New York-Presbyterian Hospital,MSDRG,292,HEART FAILURE AND SHOCK WITH CC,Gross Charge,Gross Charges,97490.9828589596
7,New York-Presbyterian Hospital,MSDRG,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,Gross Charge,Gross Charges,66126.4393793651
7,New York-Presbyterian Hospital,MSDRG,294,DEEP VEIN THROMBOPHLEBITIS WITH CC/MCC,Gross Charge,Gross Charges,92936.9721666667
7,New York-Presbyterian Hospital,MSDRG,296,"CARDIAC ARREST, UNEXPLAINED WITH MCC",Gross Charge,Gross Charges,277991.62178
7,New York-Presbyterian Hospital,MSDRG,297,"CARDIAC ARREST, UNEXPLAINED WITH CC",Gross Charge,Gross Charges,116357.6743
7,New York-Presbyterian Hospital,MSDRG,298,"CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC",Gross Charge,Gross Charges,22127.69095
7,New York-Presbyterian Hospital,MSDRG,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,Gross Charge,Gross Charges,142430.8921231708
7,New York-Presbyterian Hospital,MSDRG,300,PERIPHERAL VASCULAR DISORDERS WITH CC,Gross Charge,Gross Charges,97289.0944659459
7,New York-Presbyterian Hospital,MSDRG,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,Gross Charge,Gross Charges,70975.4890372549
7,New York-Presbyterian Hospital,MSDRG,302,ATHEROSCLEROSIS WITH MCC,Gross Charge,Gross Charges,114359.0748
7,New York-Presbyterian Hospital,MSDRG,303,ATHEROSCLEROSIS WITHOUT MCC,Gross Charge,Gross Charges,73102.078144
7,New York-Presbyterian Hospital,MSDRG,304,HYPERTENSION WITH MCC,Gross Charge,Gross Charges,103743.7211973913
7,New York-Presbyterian Hospital,MSDRG,305,HYPERTENSION WITHOUT MCC,Gross Charge,Gross Charges,67772.3194456522
7,New York-Presbyterian Hospital,MSDRG,306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,Gross Charge,Gross Charges,176847.9633553191
7,New York-Presbyterian Hospital,MSDRG,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,Gross Charge,Gross Charges,102726.936275
7,New York-Presbyterian Hospital,MSDRG,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,Gross Charge,Gross Charges,140688.9931653658
7,New York-Presbyterian Hospital,MSDRG,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,Gross Charge,Gross Charges,70332.2206218355
7,New York-Presbyterian Hospital,MSDRG,310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,Gross Charge,Gross Charges,52863.0698545455
7,New York-Presbyterian Hospital,MSDRG,311,ANGINA PECTORIS,Gross Charge,Gross Charges,59409.2630142857
7,New York-Presbyterian Hospital,MSDRG,312,SYNCOPE AND COLLAPSE,Gross Charge,Gross Charges,75441.6555926001
7,New York-Presbyterian Hospital,MSDRG,313,CHEST PAIN,Gross Charge,Gross Charges,60151.6385585366
7,New York-Presbyterian Hospital,MSDRG,314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,Gross Charge,Gross Charges,259788.2439909834
7,New York-Presbyterian Hospital,MSDRG,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,Gross Charge,Gross Charges,118483.7260120483
7,New York-Presbyterian Hospital,MSDRG,316,OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC,Gross Charge,Gross Charges,77318.2686745455
7,New York-Presbyterian Hospital,MSDRG,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,Gross Charge,Gross Charges,351775.016673913
7,New York-Presbyterian Hospital,MSDRG,320,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITHOUT MCC,Gross Charge,Gross Charges,198263.81388
7,New York-Presbyterian Hospital,MSDRG,326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",Gross Charge,Gross Charges,483230.9893568755
7,New York-Presbyterian Hospital,MSDRG,327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",Gross Charge,Gross Charges,149295.5512174603
7,New York-Presbyterian Hospital,MSDRG,328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",Gross Charge,Gross Charges,93614.6928070313
7,New York-Presbyterian Hospital,MSDRG,329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,Gross Charge,Gross Charges,334077.7611145118
7,New York-Presbyterian Hospital,MSDRG,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,Gross Charge,Gross Charges,147322.8537757075
7,New York-Presbyterian Hospital,MSDRG,331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,Gross Charge,Gross Charges,96574.1067171315
7,New York-Presbyterian Hospital,MSDRG,332,RECTAL RESECTION WITH MCC,Gross Charge,Gross Charges,183603.6950166667
7,New York-Presbyterian Hospital,MSDRG,333,RECTAL RESECTION WITH CC,Gross Charge,Gross Charges,138386.6323375
7,New York-Presbyterian Hospital,MSDRG,334,RECTAL RESECTION WITHOUT CC/MCC,Gross Charge,Gross Charges,97687.7222333333
7,New York-Presbyterian Hospital,MSDRG,335,PERITONEAL ADHESIOLYSIS WITH MCC,Gross Charge,Gross Charges,281571.157408
7,New York-Presbyterian Hospital,MSDRG,336,PERITONEAL ADHESIOLYSIS WITH CC,Gross Charge,Gross Charges,142545.5553073529
7,New York-Presbyterian Hospital,MSDRG,337,PERITONEAL ADHESIOLYSIS WITHOUT CC/MCC,Gross Charge,Gross Charges,102434.8672025
7,New York-Presbyterian Hospital,MSDRG,338,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC,Gross Charge,Gross Charges,198425.494625
7,New York-Presbyterian Hospital,MSDRG,339,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,Gross Charge,Gross Charges,113360.2592972973
7,New York-Presbyterian Hospital,MSDRG,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,Gross Charge,Gross Charges,98930.9357717391
7,New York-Presbyterian Hospital,MSDRG,341,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC,Gross Charge,Gross Charges,221732.2877428572
7,New York-Presbyterian Hospital,MSDRG,342,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,Gross Charge,Gross Charges,87859.6046
7,New York-Presbyterian Hospital,MSDRG,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,Gross Charge,Gross Charges,62271.3920746269
7,New York-Presbyterian Hospital,MSDRG,344,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,Gross Charge,Gross Charges,269959.5091333333
7,New York-Presbyterian Hospital,MSDRG,345,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,Gross Charge,Gross Charges,138859.5149823529
7,New York-Presbyterian Hospital,MSDRG,346,MINOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,Gross Charge,Gross Charges,84975.4136555556
7,New York-Presbyterian Hospital,MSDRG,347,ANAL AND STOMAL PROCEDURES WITH MCC,Gross Charge,Gross Charges,225491.540525
7,New York-Presbyterian Hospital,MSDRG,348,ANAL AND STOMAL PROCEDURES WITH CC,Gross Charge,Gross Charges,90272.2679794118
7,New York-Presbyterian Hospital,MSDRG,349,ANAL AND STOMAL PROCEDURES WITHOUT CC/MCC,Gross Charge,Gross Charges,90956.652725
7,New York-Presbyterian Hospital,MSDRG,350,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH MCC,Gross Charge,Gross Charges,444710.7464000001
7,New York-Presbyterian Hospital,MSDRG,351,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH CC,Gross Charge,Gross Charges,110549.0034358974
7,New York-Presbyterian Hospital,MSDRG,352,INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC,Gross Charge,Gross Charges,111163.2712681818
7,New York-Presbyterian Hospital,MSDRG,353,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH MCC,Gross Charge,Gross Charges,247558.1093645161
7,New York-Presbyterian Hospital,MSDRG,354,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC,Gross Charge,Gross Charges,119836.1085437499
7,New York-Presbyterian Hospital,MSDRG,355,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC,Gross Charge,Gross Charges,88550.9469641026
7,New York-Presbyterian Hospital,MSDRG,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC,Gross Charge,Gross Charges,342749.2292750001
7,New York-Presbyterian Hospital,MSDRG,357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH CC,Gross Charge,Gross Charges,143096.9592744681
7,New York-Presbyterian Hospital,MSDRG,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,Gross Charge,Gross Charges,101253.7784055556
7,New York-Presbyterian Hospital,MSDRG,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,Gross Charge,Gross Charges,189311.5370910715
7,New York-Presbyterian Hospital,MSDRG,369,MAJOR ESOPHAGEAL DISORDERS WITH CC,Gross Charge,Gross Charges,75044.4025478261
7,New York-Presbyterian Hospital,MSDRG,370,MAJOR ESOPHAGEAL DISORDERS WITHOUT CC/MCC,Gross Charge,Gross Charges,41239.2908666667
7,New York-Presbyterian Hospital,MSDRG,371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,Gross Charge,Gross Charges,186415.4924453415
7,New York-Presbyterian Hospital,MSDRG,372,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,Gross Charge,Gross Charges,105760.5789264423
7,New York-Presbyterian Hospital,MSDRG,373,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITHOUT CC/MCC,Gross Charge,Gross Charges,63662.5874886076
7,New York-Presbyterian Hospital,MSDRG,374,DIGESTIVE MALIGNANCY WITH MCC,Gross Charge,Gross Charges,210924.4021860263
7,New York-Presbyterian Hospital,MSDRG,375,DIGESTIVE MALIGNANCY WITH CC,Gross Charge,Gross Charges,106492.8752833333
7,New York-Presbyterian Hospital,MSDRG,376,DIGESTIVE MALIGNANCY WITHOUT CC/MCC,Gross Charge,Gross Charges,84642.5385875
7,New York-Presbyterian Hospital,MSDRG,377,GASTROINTESTINAL HEMORRHAGE WITH MCC,Gross Charge,Gross Charges,147802.9653083103
7,New York-Presbyterian Hospital,MSDRG,378,GASTROINTESTINAL HEMORRHAGE WITH CC,Gross Charge,Gross Charges,84025.8640128205
7,New York-Presbyterian Hospital,MSDRG,379,GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC,Gross Charge,Gross Charges,57448.4229255814
7,New York-Presbyterian Hospital,MSDRG,380,COMPLICATED PEPTIC ULCER WITH MCC,Gross Charge,Gross Charges,278460.3276371429
7,New York-Presbyterian Hospital,MSDRG,381,COMPLICATED PEPTIC ULCER WITH CC,Gross Charge,Gross Charges,98626.8730033333
7,New York-Presbyterian Hospital,MSDRG,382,COMPLICATED PEPTIC ULCER WITHOUT CC/MCC,Gross Charge,Gross Charges,77456.9659222222
7,New York-Presbyterian Hospital,MSDRG,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,Gross Charge,Gross Charges,95359.0479444444
7,New York-Presbyterian Hospital,MSDRG,384,UNCOMPLICATED PEPTIC ULCER WITHOUT MCC,Gross Charge,Gross Charges,71355.0008333333
7,New York-Presbyterian Hospital,MSDRG,385,INFLAMMATORY BOWEL DISEASE WITH MCC,Gross Charge,Gross Charges,140039.049916279
7,New York-Presbyterian Hospital,MSDRG,386,INFLAMMATORY BOWEL DISEASE WITH CC,Gross Charge,Gross Charges,90552.50784
7,New York-Presbyterian Hospital,MSDRG,387,INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC,Gross Charge,Gross Charges,81969.5627237288
7,New York-Presbyterian Hospital,MSDRG,388,GASTROINTESTINAL OBSTRUCTION WITH MCC,Gross Charge,Gross Charges,146279.9884244445
7,New York-Presbyterian Hospital,MSDRG,389,GASTROINTESTINAL OBSTRUCTION WITH CC,Gross Charge,Gross Charges,71946.0748372222
7,New York-Presbyterian Hospital,MSDRG,390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,Gross Charge,Gross Charges,50652.6520521212
7,New York-Presbyterian Hospital,MSDRG,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",Gross Charge,Gross Charges,133234.790994972
7,New York-Presbyterian Hospital,MSDRG,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",Gross Charge,Gross Charges,66700.0775302073
7,New York-Presbyterian Hospital,MSDRG,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,Gross Charge,Gross Charges,138686.7782023973
7,New York-Presbyterian Hospital,MSDRG,394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,Gross Charge,Gross Charges,83621.9757993197
7,New York-Presbyterian Hospital,MSDRG,395,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,Gross Charge,Gross Charges,55607.8447977273
7,New York-Presbyterian Hospital,MSDRG,405,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC",Gross Charge,Gross Charges,360670.0434177913
7,New York-Presbyterian Hospital,MSDRG,406,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC",Gross Charge,Gross Charges,183618.8150507936
7,New York-Presbyterian Hospital,MSDRG,407,"PANCREAS, LIVER AND SHUNT PROCEDURES WITHOUT CC/MCC",Gross Charge,Gross Charges,140270.5522145162
7,New York-Presbyterian Hospital,MSDRG,408,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH MCC,Gross Charge,Gross Charges,281670.1049625
7,New York-Presbyterian Hospital,MSDRG,409,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH CC,Gross Charge,Gross Charges,150249.6559769231
7,New York-Presbyterian Hospital,MSDRG,410,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITHOUT CC/MCC,Gross Charge,Gross Charges,132344.12058
7,New York-Presbyterian Hospital,MSDRG,412,CHOLECYSTECTOMY WITH C.D.E. WITH CC,Gross Charge,Gross Charges,143532.7496333334
7,New York-Presbyterian Hospital,MSDRG,413,CHOLECYSTECTOMY WITH C.D.E. WITHOUT CC/MCC,Gross Charge,Gross Charges,55647.6933
7,New York-Presbyterian Hospital,MSDRG,414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,Gross Charge,Gross Charges,218865.2650333333
7,New York-Presbyterian Hospital,MSDRG,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,Gross Charge,Gross Charges,144196.155875
